tokenId,category,special,animal,name,powerValue1,powerValue2,powerValue3,displayValue1,displayValue2,displayValue2,presale,oldId
1727,water,0,Rabbitfish (Siganus Doliatus),UNU#1727 Rabbitfish (Siganus Doliatus),Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,1727
1728,water,0,Raccoon Butterfly Fish,UNU#1728 Raccoon Butterfly Fish,Health,Freedom,Confidence,Cross,Wings & Fins,Crown-Hat,,1728
1729,land,0,Northern Rocky Mountain Wolf,UNU#1729 Northern Rocky Mountain Wolf,Freedom,Creativity,Kindness,-,Brush,Rose,,1729
1730,land,0,Alexander Archipelago Wolf,UNU#1730 Alexander Archipelago Wolf,Self,Wisdom,Faith,Sunglasses,"Pyramid -Triangle, Book",Ribbon,,1730
1731,water,0,Rainbowfish,UNU#1731 Rainbowfish,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,1,1731
1732,water,0,Rasbora,UNU#1732 Rasbora,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,1732
1733,water,0,Bloody-belly Comb Jelly,UNU#1733 Bloody-belly Comb Jelly,Bravery,Authenticity,Strength,Armour,Laurel,Sword - Laser - Horn,,1733
1734,land,0,Mackenzie River Wolf,UNU#1734 Mackenzie River Wolf,Peace,Kindness,Freedom,Coin,Rose,Wings & Fins,,1734
1735,water,1,Cuddle Fish,UNU#1735 Cuddle Fish,Creativity,Generosity,Grace & Beauty,Brush,World,Drop,,1735
1736,land,0,Northwestern Wolf,UNU#1736 Northwestern Wolf,Curiosity,Fun,Health,Questionmark,Instrument - Note,Cross,,1736
1737,land,0,Greenland Wolf,UNU#1737 Greenland Wolf,Creativity,Bravery,Authenticity,Brush,Armour,Bag,,1737
1738,water,0,Red Grouper,UNU#1738 Red Grouper,Curiosity,Decency,Freedom,Questionmark,Lantern,-,,1738
1739,water,0,Crossota Jelly,UNU#1739 Crossota Jelly,Generosity,Bravery,Trust,World,Armour,"Lock, Moon & Star",,1739
1740,water,0,Red Snapper,UNU#1740 Red Snapper,Authenticity,Fun,Love,Bag,Instrument - Note,Heart,,1740
1741,land,0,Iberian Wolf,UNU#1741 Iberian Wolf,Freedom,Wisdom,Self,-,"Pyramid -Triangle, Book",Eye,,1741
1742,land,0,Italian Wolf,UNU#1742 Italian Wolf,Bravery,Wisdom,Authenticity,Armour,"Pyramid -Triangle, Book",Bag,,1742
1743,water,0,Redhorse Sucker,UNU#1743 Redhorse Sucker,Grace & Beauty,Decency,Calm & Balance,Drop,Lantern,Ying Yang,,1743
1744,water,0,Redlip Blenny,UNU#1744 Redlip Blenny,Generosity,Clarity,Grace & Beauty,World,Diamond - Lotus,-,,1744
1745,land,0,Bengal Fox,UNU#1745 Bengal Fox,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,1745
1746,land,0,Blanford's Fox,UNU#1746 Blanford's Fox,Curiosity,Freedom,Trust,Questionmark,-,Bag,,1746
1747,water,0,Red Velvetfish,UNU#1747 Red Velvetfish,Self,Wisdom,Faith,Sunglasses,"Pyramid -Triangle, Book",Ribbon,,1747
1748,land,0,Cape Fox,UNU#1748 Cape Fox,Grace & Beauty,Kindness,Decency,Drop,Rose,Lantern,,1748
1749,water,0,Ropefish (Reedfish),UNU#1749 Ropefish (Reedfish),Fun,Curiosity,Authenticity,Instrument - Note,Questionmark,Bag,,1749
1750,water,0,Reef Triggerfish,UNU#1750 Reef Triggerfish,Curiosity,Freedom,Self,Questionmark,Wings & Fins,Sunglasses,,1750
1751,water,0,Remora,UNU#1751 Remora,Confidence,Faith,Grace & Beauty,Crown-Hat,Scarf,Drop,,1751
1752,water,0,Requiem Shark,UNU#1752 Requiem Shark,Self,Creativity,Authenticity,Eye,Brush,Bag,,1752
1753,water,0,Ribbon Eel,UNU#1753 Ribbon Eel,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,1753
1754,water,0,Ribbon Sawtail Fish,UNU#1754 Ribbon Sawtail Fish,Love,Peace,Calm & Balance,Heart,Coin,Ying Yang,,1754
1755,land,0,Corsac Fox,UNU#1755 Corsac Fox,Curiosity,Health,Fun,Questionmark,Cross,Instrument - Note,,1755
1756,land,0,Kit Fox,UNU#1756 Kit Fox,Curiosity,Faith,Trust,Questionmark,Ribbon,"Lock, Moon & Star",,1756
1757,land,0,Pale Fox,UNU#1757 Pale Fox,Health,Freedom,Confidence,Cross,Wings & Fins,Crown-Hat,,1757
1758,land,0,Rüppell's Fox,UNU#1758 Rüppell's Fox,Authenticity,Creativity,Kindness,Bag,Brush,Rose,,1758
1759,land,0,Swift Fox,UNU#1759 Swift Fox,Generosity,Trust,Love,World,Key,Heart,,1759
1760,land,0,Gray Fox,UNU#1760 Gray Fox,Confidence,Calm & Balance,Grace & Beauty,Crown-Hat,Ying Yang,Drop,,1760
1761,water,0,Green Terror,UNU#1761 Green Terror,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,1761
1762,land,0,Bat-eared Fox,UNU#1762 Bat-eared Fox,Bravery,Authenticity,Strength,Armour,Laurel,Sword - Laser - Horn,,1762
1763,water,0,Speartooth River Shark (Glyphis),UNU#1763 Speartooth River Shark (Glyphis),Grace & Beauty,Bravery,Health,Drop,Armour,Cross,,1763
1764,water,0,River Stingray,UNU#1764 River Stingray,Calm & Balance,Health,Grace & Beauty,Ying Yang,Cross,Drop,,1764
1765,water,0,Rivuline,UNU#1765 Rivuline,Curiosity,Fun,Health,Questionmark,Instrument - Note,Cross,,1765
1766,water,0,Roach,UNU#1766 Roach,Bravery,Curiosity,Faith,Armour,Questionmark,"Ribbon, Scarf",,1766
1767,land,0,Culpeo Fox,UNU#1767 Culpeo Fox,Curiosity,Love,Freedom,Questionmark,Heart,-,,1767
1768,land,0,Pampas Fox,UNU#1768 Pampas Fox,Curiosity,Love,Peace,Questionmark,Heart,Coin,,1768
1769,water,0,Rock Beauty,UNU#1769 Rock Beauty,Authenticity,Fun,Love,Bag,Instrument - Note,Heart,,1769
1770,land,0,American White Rabbit,UNU#1770 American White Rabbit,Generosity,Wisdom,Curiosity,World,"Pyramid -Triangle, Book",Questionmark,,1770
1771,land,0,Belgian Hare Rabbit,UNU#1771 Belgian Hare Rabbit,Love,Wisdom,Curiosity,Heart,"Pyramid -Triangle, Book",Questionmark,,1771
1772,land,0,Blanc De Hotot,UNU#1772 Blanc De Hotot,Grace & Beauty,Decency,Calm & Balance,Drop,Lantern,Ying Yang,,1772
1773,land,0,Checkered Giant Rabbit,UNU#1773 Checkered Giant Rabbit,Generosity,Clarity,Grace & Beauty,World,Diamond - Lotus,-,,1773
1774,water,0,Rockweed Gunnel,UNU#1774 Rockweed Gunnel,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,1774
1775,land,0,Dutch Rabbit,UNU#1775 Dutch Rabbit,Curiosity,Freedom,Peace,Questionmark,Wings & Fins,Coin,,1775
1776,water,0,Crystal Jellyfish,UNU#1776 Crystal Jellyfish,Curiosity,Love,Peace,Questionmark,Heart,Coin,,1776
1777,water,0,Roosterfish,UNU#1777 Roosterfish,Grace & Beauty,Freedom,Decency,Drop,"Wing & Fins, Thrust",Lantern,,1777
1778,water,0,Black Sea Nettle,UNU#1778 Black Sea Nettle,Fun,Curiosity,Authenticity,Instrument - Note,Questionmark,Bag,,1778
1779,water,0,Rough Scad,UNU#1779 Rough Scad,Curiosity,Freedom,Self,Questionmark,Wings & Fins,Sunglasses,,1779
1780,water,0,Rough Sculpin,UNU#1780 Rough Sculpin,Confidence,Faith,Grace & Beauty,Crown-Hat,Scarf,Drop,,1780
1781,water,0,Roughy,UNU#1781 Roughy,Self,Creativity,Authenticity,Eye,Brush,Bag,,1781
1782,land,0,Flemish Giant Rabbit,UNU#1782 Flemish Giant Rabbit,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,1782
1783,land,0,French Angora Rabbits,UNU#1783 French Angora Rabbits,Love,Peace,Calm & Balance,Heart,Coin,Ying Yang,,1783
1784,land,0,Harlequin Rabbits,UNU#1784 Harlequin Rabbits,Curiosity,Health,Fun,Questionmark,Cross,Instrument - Note,,1784
1785,water,0,Round Whitefish,UNU#1785 Round Whitefish,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,1785
1786,land,0,Holland Lop,UNU#1786 Holland Lop,Health,Freedom,Confidence,Cross,Wings & Fins,Crown-Hat,,1786
1787,water,0,Rudderfish Slender Amberjack,UNU#1787 Rudderfish Slender Amberjack,Freedom,Creativity,Kindness,-,Brush,Rose,,1787
1788,water,0,Ruffe,UNU#1788 Ruffe,Fun,Freedom,Love,Instrument - Notes,Wings & Fins,Heart,,1788
1789,water,0,Amur Sturgeon,UNU#1789 Amur Sturgeon,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,1789
1790,land,1,European Hare,UNU#1790 European Hare,Curiosity,Health,Fun,Questionmark,Cross,Instrument - Note,,1790
1791,land,0,Pygmy Marmoset,UNU#1791 Pygmy Marmoset,Curiosity,Authenticity,Strength,Questionmark,Laurel,Sword - Laser - Horn,,1791
1792,land,0,Saber-toothed Blenny,UNU#1792 Saber-toothed Blenny,Peace,Kindness,Freedom,Coin,Rose,Wings & Fins,,1792
1793,mystic,1,Sabertooth Tiger,UNU#1793 Sabertooth Tiger,Strength,Generosity,Grace & Beauty,Sword - Laser - Horn,World,Drop,,1793
1794,water,0,White-spotted Pufferfish,UNU#1794 White-spotted Pufferfish,Curiosity,Fun,Health,Questionmark,Instrument - Note,Cross,,1794
1795,land,0,Long Tailed Chinchilla,UNU#1795 Long Tailed Chinchilla,Creativity,Bravery,Authenticity,Brush,Armour,Bag,,1795
1796,land,0,Short Tailed Chinchilla,UNU#1796 Short Tailed Chinchilla,Curiosity,Decency,Freedom,Questionmark,Lantern,-,,1796
1797,water,0,Sailfin Silverside,UNU#1797 Sailfin Silverside,Generosity,Bravery,Trust,World,Armour,"Lock, Moon & Star",,1797
1798,water,0,Sailfish,UNU#1798 Sailfish,Authenticity,Fun,Love,Bag,Instrument - Note,Heart,,1798
1799,water,0,Northern Puffer,UNU#1799 Northern Puffer,Freedom,Wisdom,Self,-,"Pyramid -Triangle, Book",Eye,,1799
1800,water,1,Sperm Whale,UNU#1800 Sperm Whale,Bravery,Wisdom,Authenticity,Armour,"Pyramid -Triangle, Book",Bag,,1800
1801,land,0,Brown Recluse Spider,UNU#1801 Brown Recluse Spider,Grace & Beauty,Decency,Calm & Balance,Drop,Lantern,Ying Yang,,1801
1802,water,0,Sandbar Shark,UNU#1802 Sandbar Shark,Generosity,Clarity,Grace & Beauty,World,Diamond - Lotus,-,,1802
1803,water,0,Sandburrower,UNU#1803 Sandburrower,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,1803
1804,land,0,American House Spider,UNU#1804 American House Spider,Curiosity,Self,Trust,Questionmark,Eye,Moon and Star,,1804
1805,water,0,Arothron Fish,UNU#1805 Arothron Fish,Self,Wisdom,Faith,Sunglasses,"Pyramid -Triangle, Book",Ribbon,,1805
1806,land,0,Goliath Bird-eater Spider,UNU#1806 Goliath Bird-eater Spider,Self,Wisdom,Decency,Eye,"Pyramid -Triangle, Book",Lantern,,1806
1807,water,0,Sandfish,UNU#1807 Sandfish,Fun,Curiosity,Authenticity,Instrument - Note,Questionmark,Bag,,1807
1808,water,0,Sand Goby,UNU#1808 Sand Goby,Curiosity,Freedom,Self,Questionmark,Wings & Fins,Sunglasses,,1808
1809,land,0,Camel Spider,UNU#1809 Camel Spider,Confidence,Faith,Grace & Beauty,Crown-Hat,Scarf,Drop,,1809
1810,land,0,Wolf Spider,UNU#1810 Wolf Spider,Self,Creativity,Authenticity,Eye,Brush,Bag,,1810
1811,water,0,Sandperch,UNU#1811 Sandperch,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,1811
1812,land,0,Black Window Spider,UNU#1812 Black Window Spider,Love,Peace,Calm & Balance,Heart,Coin,Ying Yang,,1812
1813,land,0,Golden Silk Spider,UNU#1813 Golden Silk Spider,Curiosity,Health,Fun,Questionmark,Cross,Instrument - Note,,1813
1814,water,0,Sand Tiger Shark,UNU#1814 Sand Tiger Shark,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,1814
1815,water,0,Sand Tilefish,UNU#1815 Sand Tilefish,Health,Freedom,Confidence,Cross,Wings & Fins,Crown-Hat,,1815
1816,water,0,Spotbase Burrfish,UNU#1816 Spotbase Burrfish,Freedom,Creativity,Kindness,-,Brush,Rose,,1816
1817,land,0,Jumping Spider,UNU#1817 Jumping Spider,Fun,Freedom,Love,Instrument - Notes,Wings & Fins,Heart,,1817
1818,land,0,Brazilian Wandering Spider,UNU#1818 Brazilian Wandering Spider,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,1818
1819,land,0,Albino Scorpion,UNU#1819 Albino Scorpion,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,1819
1820,water,0,Sauger,UNU#1820 Sauger,Bravery,Authenticity,Strength,Armour,Laurel,Sword - Laser - Horn,,1820
1821,land,0,Blue Scorpion,UNU#1821 Blue Scorpion,Peace,Kindness,Freedom,Coin,Rose,Wings & Fins,,1821
1822,water,0,Sawfish,UNU#1822 Sawfish,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,1822
1823,water,0,Saw Shark,UNU#1823 Saw Shark,Curiosity,Fun,Health,Questionmark,Instrument - Note,Cross,,1823
1824,water,0,Sawtooth Eel,UNU#1824 Sawtooth Eel,Creativity,Bravery,Authenticity,Brush,Armour,Bag,,1824
1825,land,0,Emperor Scorpion,UNU#1825 Emperor Scorpion,Curiosity,Decency,Freedom,Questionmark,Lantern,-,,1825
1826,land,0,Deathstalker Scorpion,UNU#1826 Deathstalker Scorpion,Generosity,Bravery,Trust,World,Armour,"Lock, Moon & Star",,1826
1827,water,0,Scat (Scatophagus Argus) Fish,UNU#1827 Scat (Scatophagus Argus) Fish,Authenticity,Fun,Love,Bag,Instrument - Note,Heart,,1827
1828,water,0,Scissortail Rasbora,UNU#1828 Scissortail Rasbora,Freedom,Wisdom,Self,-,"Pyramid -Triangle, Book",Eye,,1828
1829,water,0,Scorpionfish,UNU#1829 Scorpionfish,Bravery,Wisdom,Authenticity,Armour,"Pyramid -Triangle, Book",Bag,,1829
1830,water,0,Red Claw Scorpion,UNU#1830 Red Claw Scorpion,Grace & Beauty,Decency,Calm & Balance,Drop,Lantern,Ying Yang,,1830
1831,water,0,Scup,UNU#1831 Scup,Generosity,Clarity,Grace & Beauty,World,Diamond - Lotus,-,,1831
1832,water,1,Sea Bass,UNU#1832 Sea Bass,Generosity,Calm & Balance,Trust,World,Ying Yang,"Lock, Moon & Star",,1832
1833,land,0,Whip Scorpion,UNU#1833 Whip Scorpion,Curiosity,Freedom,Trust,Questionmark,-,Bag,,1833
1834,land,0,Pseudo Scorpion,UNU#1834 Pseudo Scorpion,Self,Wisdom,Faith,Sunglasses,"Pyramid -Triangle, Book",Ribbon,,1834
1835,water,0,Sea Chub,UNU#1835 Sea Chub,Grace & Beauty,Kindness,Decency,Drop,Rose,Lantern,,1835
1836,water,0,Sea Devil,UNU#1836 Sea Devil,Fun,Curiosity,Authenticity,Instrument - Note,Questionmark,Bag,,1836
1837,water,0,Sea Dragon,UNU#1837 Sea Dragon,Curiosity,Freedom,Self,Questionmark,Wings & Fins,Sunglasses,,1837
1838,land,0,Lesser Brown Scorpion,UNU#1838 Lesser Brown Scorpion,Confidence,Faith,Grace & Beauty,Crown-Hat,Scarf,Drop,,1838
1839,water,0,Sea Raven,UNU#1839 Sea Raven,Self,Creativity,Authenticity,Eye,Brush,Bag,,1839
1840,land,0,Thorny Devil (Moloch Horridus),UNU#1840 Thorny Devil (Moloch Horridus),Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,1840
1841,water,0,Sea Toad,UNU#1841 Sea Toad,Love,Peace,Calm & Balance,Heart,Coin,Ying Yang,,1841
1842,water,0,Fireworks Jelly Fish (Halitrephes Maasi),UNU#1842 Fireworks Jelly Fish (Halitrephes Maasi),Curiosity,Health,Fun,Questionmark,Cross,Instrument - Note,,1842
1843,air,0,Wedge-tailed Eagle,UNU#1843 Wedge-tailed Eagle,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,1843
1844,land,0,Gila Monster,UNU#1844 Gila Monster,Curiosity,Freedom,Confidence,Questionmark,Wings & Fins,Crown-Hat,,1844
1845,water,0,Sevan Trout,UNU#1845 Sevan Trout,Freedom,Creativity,Kindness,-,Brush,Rose,,1845
1846,water,0,Sergeant Major,UNU#1846 Sergeant Major,Fun,Freedom,Love,Instrument - Notes,Wings & Fins,Heart,,1846
1847,water,0,American Shad,UNU#1847 American Shad,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,1847
1848,mystic,1,Megalodon Shark,UNU#1848 Megalodon Shark,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,1848
1849,water,0,Sharksucker,UNU#1849 Sharksucker,Bravery,Authenticity,Strength,Armour,Laurel,Sword - Laser - Horn,,1849
1850,water,0,Sharpnose Puffer,UNU#1850 Sharpnose Puffer,Peace,Kindness,Freedom,Coin,Rose,Wings & Fins,,1850
1851,water,0,Fried Egg Jellyfish,UNU#1851 Fried Egg Jellyfish,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,1851
1852,water,0,Sheepshead,UNU#1852 Sheepshead,Curiosity,Fun,Health,Questionmark,Instrument - Note,Cross,,1852
1853,water,0,Sheepshead Minnow,UNU#1853 Sheepshead Minnow,Creativity,Bravery,Authenticity,Brush,Armour,Bag,,1853
1854,water,0,Shiner,UNU#1854 Shiner,Curiosity,Decency,Freedom,Questionmark,Lantern,-,,1854
1855,water,0,Shortnose Chimaera,UNU#1855 Shortnose Chimaera,Generosity,Bravery,Trust,World,Armour,"Lock, Moon & Star",,1855
1856,water,0,Shortnose Sucker,UNU#1856 Shortnose Sucker,Authenticity,Fun,Love,Bag,Instrument - Note,Heart,,1856
1857,water,0,Shovelnose Sturgeon,UNU#1857 Shovelnose Sturgeon,Freedom,Wisdom,Self,-,"Pyramid -Triangle, Book",Eye,,1857
1858,water,0,Shrimpfish,UNU#1858 Shrimpfish,Bravery,Wisdom,Authenticity,Armour,"Pyramid -Triangle, Book",Bag,,1858
1859,water,0,Siamese Fighting Fish,UNU#1859 Siamese Fighting Fish,Grace & Beauty,Decency,Calm & Balance,Drop,Lantern,Ying Yang,,1859
1860,water,0,Sillago,UNU#1860 Sillago,Generosity,Clarity,Grace & Beauty,World,Diamond - Lotus,-,,1860
1861,water,0,Silver Carp,UNU#1861 Silver Carp,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,1861
1862,water,0,Silver Dollar,UNU#1862 Silver Dollar,Curiosity,Freedom,Trust,Questionmark,-,Bag,,1862
1863,water,0,Silver Dory,UNU#1863 Silver Dory,Self,Wisdom,Faith,Sunglasses,"Pyramid -Triangle, Book",Ribbon,,1863
1864,water,0,Sea Bream,UNU#1864 Sea Bream,Grace & Beauty,Kindness,Decency,Drop,Rose,Lantern,,1864
1865,water,0,Silverside,UNU#1865 Silverside,Fun,Curiosity,Authenticity,Instrument - Note,Questionmark,Bag,,1865
1866,water,0,Silvertip Tetra,UNU#1866 Silvertip Tetra,Curiosity,Freedom,Self,Questionmark,Wings & Fins,Sunglasses,,1866
1867,land,0,Jackson's Chameleon (Trioceros Jacksonii),UNU#1867 Jackson's Chameleon (Trioceros Jacksonii),Confidence,Faith,Grace & Beauty,Crown-Hat,Scarf,Drop,,1867
1868,water,0,Sixgill Ray,UNU#1868 Sixgill Ray,Self,Creativity,Authenticity,Eye,Brush,Bag,,1868
1869,water,0,Sixgill Shark,UNU#1869 Sixgill Shark,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,1869
1870,land,0,Satanic Leaf-tailed Gecko (Uroplatus Phantasticus),UNU#1870 Satanic Leaf-tailed Gecko (Uroplatus Phantasticus),Curiosity,Wisdom,Calm & Balance,Questionmark,"Pyramid -Triangle, Book",Ying Yang,,1870
1871,water,0,Skilfish,UNU#1871 Skilfish,Curiosity,Health,Fun,Questionmark,Cross,Instrument - Note,,1871
1872,water,0,White-spotted Jellyfish,UNU#1872 White-spotted Jellyfish,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,1872
1873,water,0,Slender Mola Sunfish,UNU#1873 Slender Mola Sunfish,Health,Freedom,Confidence,Cross,Wings & Fins,Crown-Hat,,1873
1874,water,0,Slender Snipe Eel,UNU#1874 Slender Snipe Eel,Freedom,Creativity,Kindness,-,Brush,Rose,,1874
1875,water,0,Sleeper,UNU#1875 Sleeper,Fun,Freedom,Love,Instrument - Note,Wings & Fins,Heart,,1875
1876,water,0,Sleeper Shark,UNU#1876 Sleeper Shark,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,1876
1877,water,0,Slickhead,UNU#1877 Slickhead,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,1877
1878,land,0,Tokay Gecko,UNU#1878 Tokay Gecko,Curiosity,Fun,Wisdom,Questionmark,Instrument - Note,"Pyramid -Triangle, Book",,1878
1879,water,0,Slimy Mackerel,UNU#1879 Slimy Mackerel,Peace,Kindness,Freedom,Coin,Rose,Wings & Fins,,1879
1880,land,0,Argentine Black And White Tegu (Salvator Merianae),UNU#1880 Argentine Black And White Tegu (Salvator Merianae),Calm & Balance,Self,Curiosity,Ying Yang,Eye,Questionmark,,1880
1881,water,0,Slipmouth,UNU#1881 Slipmouth,Curiosity,Fun,Health,Questionmark,Instrument - Note,Cross,,1881
1882,water,0,Smalleye Squaretail,UNU#1882 Smalleye Squaretail,Creativity,Bravery,Authenticity,Brush,Armour,Bag,,1882
1883,water,0,Smalltooth Sawfish,UNU#1883 Smalltooth Sawfish,Curiosity,Decency,Freedom,Questionmark,Lantern,-,,1883
1884,water,0,Smelt,UNU#1884 Smelt,Generosity,Bravery,Trust,World,Armour,"Lock, Moon & Star",,1884
1885,land,0,Galápagos Land Iguana (Conolophus Subcristatus),UNU#1885 Galápagos Land Iguana (Conolophus Subcristatus),Authenticity,Fun,Wisdom,Bag,Instrument - Note,"Pyramid -Triangle, Book",,1885
1886,water,0,Smooth Dogfish,UNU#1886 Smooth Dogfish,Freedom,Wisdom,Self,-,"Pyramid -Triangle, Book",Eye,,1886
1887,water,0,Snailfish,UNU#1887 Snailfish,Bravery,Wisdom,Authenticity,Armour,"Pyramid -Triangle, Book",Bag,,1887
1888,water,0,Pacific Snake Eel,UNU#1888 Pacific Snake Eel,Grace & Beauty,Decency,Calm & Balance,Drop,Lantern,Ying Yang,,1888
1889,water,0,Snakeeel,UNU#1889 Snakeeel,Generosity,Clarity,Grace & Beauty,World,Diamond - Lotus,-,,1889
1890,water,0,Snake Mackerel,UNU#1890 Snake Mackerel,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,1890
1891,water,0,Snapper,UNU#1891 Snapper,Curiosity,Freedom,Trust,Questionmark,-,Bag,,1891
1892,water,0,Snipe Eel,UNU#1892 Snipe Eel,Self,Wisdom,Faith,Sunglasses,"Pyramid -Triangle, Book",Ribbon,,1892
1893,water,0,Snipefish,UNU#1893 Snipefish,Grace & Beauty,Kindness,Decency,Drop,Rose,Lantern,,1893
1894,land,0,Mexican Beaded Lizard (Heloderma Horridum),UNU#1894 Mexican Beaded Lizard (Heloderma Horridum),Fun,Curiosity,Self,Instrument - Note,Questionmark,Eye,,1894
1895,land,0,Parson's Chameleon (Calumma Parsonii),UNU#1895 Parson's Chameleon (Calumma Parsonii),Decency,Creativity,Self,Lantern,Brush,Eye,,1895
1896,air,0,Buzzard,UNU#1896 Buzzard,Confidence,Faith,Grace & Beauty,Crown-Hat,Scarf,Drop,,1896
1897,land,0,Fiji Crested Iguana (Brachylophus Vitiensis),UNU#1897 Fiji Crested Iguana (Brachylophus Vitiensis),Self,Creativity,Curiosity,Eye,Brush,Questionmark,,1897
1898,water,0,Soldierfish,UNU#1898 Soldierfish,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,1898
1899,land,0,Nano-Chameleon,UNU#1899 Nano-Chameleon,Fun,Authenticity,Calm & Balance,Instrument - Note,Bag,Ying Yang,,1899
1900,water,0,South American Darter,UNU#1900 South American Darter,Curiosity,Health,Fun,Questionmark,Cross,Instrument - Note,,1900
1901,water,0,South American Lungfish,UNU#1901 South American Lungfish,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,1901
1902,water,0,Southern Dolly Varden,UNU#1902 Southern Dolly Varden,Health,Freedom,Confidence,Cross,Wings & Fins,Crown-Hat,,1902
1903,water,0,Southern Flounder,UNU#1903 Southern Flounder,Freedom,Creativity,Kindness,Wings & Fins,Brush,Rose,,1903
1904,land,0,Rhinoceros Lguana (Rhinoceros Iguana),UNU#1904 Rhinoceros Lguana (Rhinoceros Iguana),Calm & Balance,Self,Authenticity,Ying Yang,Eye,Bag,,1904
1905,water,0,Southern Sandfish,UNU#1905 Southern Sandfish,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,1905
1906,water,0,Southern Smelt,UNU#1906 Southern Smelt,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,1906
1907,water,0,Spadefish,UNU#1907 Spadefish,Bravery,Authenticity,Strength,Armour,Laurel,Sword - Laser - Horn,,1907
1908,water,0,Spaghetti Eel,UNU#1908 Spaghetti Eel,Peace,Kindness,Freedom,Coin,Rose,Wings & Fins,,1908
1909,water,0,Spanish Mackerel,UNU#1909 Spanish Mackerel,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,1909
1910,water,0,Spearfish,UNU#1910 Spearfish,Curiosity,Fun,Health,Questionmark,Instrument - Note,Cross,,1910
1911,water,0,Speckled Trout,UNU#1911 Speckled Trout,Creativity,Bravery,Authenticity,Brush,Armour,Bag,,1911
1912,water,0,Spiderfish,UNU#1912 Spiderfish,Curiosity,Decency,Freedom,Questionmark,Lantern,-,,1912
1913,water,0,Spikefish,UNU#1913 Spikefish,Generosity,Bravery,Trust,World,Armour,"Lock, Moon & Star",,1913
1914,water,0,Streaked Spinefoot Fish,UNU#1914 Streaked Spinefoot Fish,Authenticity,Fun,Love,Bag,Instrument - Note,Heart,,1914
1915,water,0,Spiny Basslet,UNU#1915 Spiny Basslet,Freedom,Wisdom,Self,-,"Pyramid -Triangle, Book",Eye,,1915
1916,water,0,Spiny Dogfish,UNU#1916 Spiny Dogfish,Bravery,Wisdom,Authenticity,Armour,"Pyramid -Triangle, Book",Bag,,1916
1917,water,0,Spiny Dwarf Catfish,UNU#1917 Spiny Dwarf Catfish,Grace & Beauty,Decency,Calm & Balance,Drop,Lantern,Ying Yang,,1917
1918,water,0,Spiny Eel,UNU#1918 Spiny Eel,Generosity,Clarity,Grace & Beauty,World,Diamond - Lotus,-,,1918
1919,water,0,Spinyfin,UNU#1919 Spinyfin,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,1919
1920,water,0,Splitfin,UNU#1920 Splitfin,Curiosity,Freedom,Trust,Questionmark,"Wing & Fins, Thrust",Bag,,1920
1921,water,0,Spookfish,UNU#1921 Spookfish,Self,Wisdom,Faith,Sunglasses,"Pyramid -Triangle, Book",Ribbon,,1921
